Standard Order,Actual Value(Y),Fitted Value(y_hat5),Residual
1.0,37.9,41.1715600972675,-3.2715600972675034
2.0,42.2,40.83288772650849,1.3671122734915144
3.0,47.3,42.87420064619073,4.425799353809268
4.0,54.8,42.87420064619073,11.925799353809268
5.0,43.1,42.19685590465815,0.903144095341851
6.0,32.1,28.320567398397543,3.7794326016024584
7.0,40.3,39.39932933518867,0.9006706648113294
8.0,46.7,42.11798699639621,4.582013003603791
9.0,18.8,15.348951663370826,3.4510483366291744
10.0,22.1,29.396896028782066,-7.296896028782065
11.0,41.4,38.146705498118536,3.253294501881463
12.0,58.1,42.49841349505732,15.60158650494268
13.0,39.3,39.84006735193543,-0.5400673519354342
14.0,23.8,27.355583109099825,-3.5555831090998247
15.0,34.3,38.30444331464241,-4.004443314642415
16.0,50.5,43.93197188637714,6.568028113622859
17.0,70.1,43.18503693168168,26.914963068318315
18.0,37.4,36.97295056929579,0.42704943070420853
19.0,42.3,43.152561498871364,-0.852561498871367
20.0,47.7,41.53342920575233,6.166570794247676
21.0,29.3,27.842714601298212,1.4572853987017886
22.0,51.6,43.570102777892316,8.029897222107685
23.0,24.6,44.966546388852294,-20.366546388852292
24.0,47.9,43.570102777892316,4.329897222107682
25.0,38.8,40.526690788552514,-1.7266907885525171
26.0,27.0,30.51033943951188,-3.510339439511881
27.0,56.2,42.87420064619073,13.325799353809273
28.0,33.6,40.65659251980833,-7.056592519808326
29.0,47.0,40.11842820462334,6.881571795376658
30.0,57.1,44.279922952227935,12.820077047772067
31.0,22.1,20.586775041352666,1.513224958647335
32.0,25.0,38.313722009726916,-13.313722009726916
33.0,34.2,38.51321395415289,-4.313213954152886
34.0,49.3,42.36387241626653,6.936127583733466
35.0,55.1,42.18757720957365,12.912422790426355
36.0,27.3,30.927880718532833,-3.6278807185328326
37.0,22.9,29.266994297526253,-6.366994297526254
38.0,25.3,44.966546388852294,-19.666546388852293
39.0,47.7,44.40982468348375,3.2901753165162546
40.0,46.2,42.67470870176476,3.5252912982352456
41.0,15.9,24.270416991865204,-8.370416991865204
42.0,18.2,24.089482437615516,-5.889482437615516
43.0,34.7,39.93749365038093,-5.237493650380927
44.0,34.1,42.4566593671625,-8.3566593671625
45.0,53.9,44.60931662790972,9.290683372090278
46.0,38.3,43.35205344329006,-5.052053443290063
47.0,42.0,43.18503693168168,-1.1850369316816796
48.0,61.5,39.73800170595496,21.761998294045043
49.0,13.4,20.545020913457847,-7.145020913457847
50.0,13.2,20.37800440184219,-7.178004401842191
51.0,44.2,40.32719884413382,3.872801155866185
52.0,20.7,47.00785930852726,-26.30785930852726
53.0,27.0,30.62168378057686,-3.621683780576859
54.0,38.9,39.84006735193543,-0.9400673519354328
55.0,51.7,42.67470870176476,9.025291298235246
56.0,13.7,36.46262233937887,-22.76262233937887
57.0,41.9,41.33393726133363,0.5660627386663677
58.0,53.5,39.719444315778674,13.780555684221326
59.0,22.6,20.37800440184219,2.221995598157811
60.0,42.4,38.452902436067234,3.947097563932765
61.0,21.3,29.327305815604632,-8.027305815604631
62.0,63.2,43.45411908927781,19.745880910722192
63.0,27.7,28.320567398397543,-0.6205673983975437
64.0,55.0,44.60931662790972,10.39068337209028
65.0,25.3,45.30521875961858,-20.005218759618582
66.0,44.3,42.58656109840376,1.7134389015962341
67.0,50.7,41.47311768767395,9.226882312326055
68.0,56.8,41.371052041693474,15.428947958306523
69.0,36.2,40.15554298497591,-3.9555429849759065
70.0,42.0,42.87420064619073,-0.8742006461907295
71.0,59.0,42.49841349505732,16.50158650494268
72.0,40.8,39.73800170595496,1.0619982940450399
73.0,36.3,40.65659251980833,-4.356592519808331
74.0,20.0,24.270416991865204,-4.270416991865204
75.0,54.4,39.95605104054994,14.443948959450061
76.0,29.5,44.966546388852294,-15.466546388852294
77.0,36.8,39.97924777827575,-3.1792477782757516
78.0,25.6,28.241698490135605,-2.641698490135603
79.0,29.8,38.18845962602063,-8.38845962602063
80.0,26.5,45.17531702836277,-18.67531702836277
81.0,40.3,44.60931662790972,-4.309316627909723
82.0,36.8,40.89319924458687,-4.09319924458687
83.0,48.1,42.229331337468466,5.870668662531536
84.0,17.7,26.358123386984516,-8.658123386984517
85.0,43.7,43.21287301694247,0.48712698305753577
86.0,50.8,42.9762662921712,7.823733707828794
87.0,27.0,45.23562854644115,-18.23562854644115
88.0,18.3,24.089482437615516,-5.789482437615515
89.0,48.0,35.29814610565518,12.701853894344822
90.0,25.3,23.63018703069247,1.6698129693075323
91.0,45.4,36.694589716615155,8.705410283384843
92.0,43.2,35.30742480074696,7.892575199253045
93.0,21.8,27.355583109099825,-5.555583109099825
94.0,16.1,36.77345862488437,-20.67345862488437
95.0,41.0,41.18083879236656,-0.18083879236655775
96.0,51.8,41.371052041693474,10.428947958306523
97.0,59.5,42.49841349505732,17.00158650494268
98.0,34.6,37.80803312734497,-3.2080331273449687
99.0,51.0,42.67470870176476,8.325291298235243
100.0,62.2,42.49841349505732,19.701586504942682
101.0,38.2,38.327640052368224,-0.1276400523682213
102.0,32.9,36.34663865076436,-3.4466386507643634
103.0,54.4,41.47311768767395,12.92688231232605
